match_id,end_of_game_result,game_mode,game_name,duration_sec,game_version,win,game_ended_in_early_surrender,championName,lane,champ_level,gold_earned,items_purchased,items,item_names,item_icons,vision_score,damage_dealt,damage_dealt_to_champion,damage_dealt_to_buildings,damage_dealt_to_objectives,damage_dealt_to_turrets,damage_taken,minions_killed,baron_kills,dragon_kills,first_bloodKill,first_tower_kill,kills,solo_kills,double_kills,triple_kills,quadra_kills,penta_kills,largest_multi_kill,kill_participation,deaths,assists
KR_7745377154,GameComplete,CHERRY,teambuilder-match-7745377154,1282,15.15.701.6241,False,False,Elise,MIDDLE,14,8267,5,447104;223020;223157;226653;221058;223135;3348,,,,43819,,0,0,0,20309,0,0,0,False,False,3,0,1,0,0,0,2,0.12903225806451613,6,1
KR_7744815327,GameComplete,CHERRY,teambuilder-match-7744815327,1379,15.15.701.6241,False,False,Xayah,JUNGLE,16,13323,10,446671;223036;223139;223156;223508;223153;3348,,,,114958,,0,0,0,39655,2,0,0,False,False,7,2,0,0,0,0,1,0.3409090909090909,4,8
KR_7744168266,GameComplete,CHERRY,teambuilder-match-7744168266,1694,15.15.699.7589,False,False,Khazix,BOTTOM,13,7004,10,223185;223111;224004;446691;223156;3348,,,,67343,,0,0,0,18402,0,0,0,False,False,5,1,1,0,0,0,2,0.24,5,1
KR_7744097941,GameComplete,CLASSIC,teambuilder-match-7744097941,1568,15.15.699.7589,False,False,Taliyah,MIDDLE,14,10284,20,3158;3040;1058;1056;3135;3363,,,,130659,,1913,1913,1913,14443,183,0,0,False,False,6,2,0,0,0,0,1,0.5,5,4
KR_7744020597,GameComplete,CLASSIC,teambuilder-match-7744020597,1757,15.15.699.7589,True,False,TwistedFate,MIDDLE,18,18855,28,3100;3020;3157;3094;3135;3089;3363,,,,201574,,15368,22158,15368,22901,248,0,0,False,True,13,0,0,0,0,0,1,0.6666666666666666,2,7
KR_7743920245,GameComplete,CHERRY,teambuilder-match-7743920245,1369,15.15.699.7589,True,False,Alistar,BOTTOM,18,20288,16,226665;443061;223157;223068;223039;447109;3348,,,,69346,,0,0,0,70948,0,0,0,False,False,5,1,0,0,0,0,1,0.29411764705882354,8,15
KR_7740048787,GameComplete,CHERRY,teambuilder-match-7740048787,1467,15.15.699.7589,False,False,Vayne,MIDDLE,15,13510,6,226672;223153;443090;223036;443081;223026;3348,,,,49446,,0,0,0,26794,0,0,0,False,False,5,1,0,0,0,0,1,0.38461538461538464,7,5
KR_7739287085,GameComplete,CHERRY,teambuilder-match-7739287085,1313,15.15.699.7589,False,False,Nautilus,JUNGLE,16,11500,7,223110;4010;447110;4016;223115;224633;3348,,,,61698,,0,0,0,30721,0,0,0,False,False,6,1,1,0,0,0,2,0.3111111111111111,5,8
KR_7739222770,GameComplete,CHERRY,teambuilder-match-7739222770,1573,15.15.699.7589,True,False,AurelionSol,BOTTOM,18,24801,21,223116;223135;447101;447112;444644;223089;3348,,,,95232,,0,0,0,36946,0,0,0,False,False,9,2,1,0,0,0,2,0.1917808219178082,6,5
KR_7737838205,GameComplete,CLASSIC,teambuilder-match-7737838205,1418,15.15.699.7589,False,False,Annie,MIDDLE,14,8445,20,3118;3158;2055;1082;1056;8010;3363,,,,105880,,2100,3246,2100,14251,206,0,0,False,False,1,1,0,0,0,0,1,0.25,3,2
KR_7737528537,GameComplete,CLASSIC,teambuilder-match-7737528537,1507,15.15.699.7589,False,False,Annie,MIDDLE,14,8817,20,8010;3158;3118;1056;1082;3363,,,,83370,,18,18,18,17540,177,0,0,False,False,2,1,0,0,0,0,1,0.35714285714285715,8,3
KR_7736870648,GameComplete,CHERRY,teambuilder-match-7736870648,1820,15.15.699.7589,True,False,XinZhao,JUNGLE,18,20290,15,447114;226665;447103;224633;447111;447110;3348,,,,157157,,0,0,0,130537,3,0,0,False,False,12,3,3,0,0,0,2,0.16,6,4
KR_7736821282,GameComplete,CHERRY,teambuilder-match-7736821282,1438,15.15.699.7589,True,False,Graves,BOTTOM,18,15268,14,443064;223072;223139;223031;223036;226673;3348,,,,144440,,0,0,0,40998,0,0,0,True,False,7,1,1,0,0,0,2,0.203125,8,6
KR_7736263579,GameComplete,CLASSIC,teambuilder-match-7736263579,967,15.15.699.7589,False,False,Sivir,NONE,10,5404,10,3032;3006;1018;1055;3340,,,,60178,,1327,1327,1327,9248,142,0,0,False,False,0,0,0,0,0,0,0,0,4,0
KR_7736226069,GameComplete,CLASSIC,teambuilder-match-7736226069,1573,15.15.699.7589,False,False,Trundle,JUNGLE,12,8370,26,3078;3111;3065;3513,,,,136151,,115,8701,115,32469,11,0,0,False,False,3,1,0,0,0,0,1,0.6666666666666666,6,7
KR_7735685374,GameComplete,CHERRY,teambuilder-match-7735685374,1399,15.15.699.7589,False,False,Leona,MIDDLE,15,11500,7,228001;223121;447122;226665;222502;223068;3348,,,,29226,,0,0,0,29852,0,0,0,False,False,2,0,0,0,0,0,1,0.5263157894736842,6,8
KR_7735610191,GameComplete,CHERRY,teambuilder-match-7735610191,1509,15.15.699.7589,True,False,Ashe,BOTTOM,18,20421,19,223031;223033;447120;223032;223094;223072;3348,,,,157442,,0,0,0,47683,1,0,0,False,False,15,0,3,0,0,0,2,0.2972972972972973,15,7
KR_7733355998,GameComplete,CHERRY,teambuilder-match-7733355998,1405,15.15.699.7589,False,False,Zeri,MIDDLE,16,12800,8,223072;226673;443069;223031;223036;223026;3348,,,,64083,,0,0,0,30544,0,0,0,False,False,10,0,3,0,0,0,2,0.2558139534883721,5,1
KR_7732888497,GameComplete,CHERRY,teambuilder-match-7732888497,1453,15.14.697.2104,True,False,Braum,TOP,18,24820,27,224403;223068;228001;224401;443054;226665;3348,,,,127724,,0,0,0,69934,3,0,0,False,False,15,7,3,0,0,0,2,0.2987012987012987,5,8
KR_7732832587,GameComplete,CLASSIC,teambuilder-match-7732832587,2045,15.14.697.2104,False,False,Azir,MIDDLE,18,14548,30,2055;3115;3157;4645;3020;3116;3363,,,,230026,,2460,24397,2460,29760,291,0,0,False,False,4,1,0,0,0,0,1,0.5185185185185185,7,10
KR_7732603639,GameComplete,CLASSIC,teambuilder-match-7732603639,1806,15.14.697.2104,False,False,Vi,JUNGLE,15,11624,26,3071;6610;6333;3047;3364,,,,235243,,63,12945,63,37273,10,0,0,False,False,5,1,0,0,0,0,1,0.6190476190476191,6,8
KR_7732513761,GameComplete,CLASSIC,teambuilder-match-7732513761,1452,15.14.697.2104,True,False,Azir,MIDDLE,16,12696,25,3115;3157;6653;1056;3020;3363,,,,154403,,7673,15785,7673,16435,227,0,0,False,False,6,1,1,0,0,0,2,0.6666666666666666,2,10
KR_7732473216,GameComplete,CHERRY,teambuilder-match-7732473216,1575,15.14.697.2104,False,False,Braum,JUNGLE,15,9265,6,223111;223190;447122;223109;223110;228020;3348,,,,19563,,0,0,0,45809,0,0,0,False,False,1,0,0,0,0,0,1,0.1,7,3
KR_7732438091,GameComplete,CHERRY,teambuilder-match-7732438091,1420,15.14.697.2104,True,False,Darius,BOTTOM,18,15000,8,446671;223039;226333;226609;447107;447111;3348,,,,61350,,0,0,0,51275,0,0,0,False,False,6,1,0,0,0,0,1,0.20253164556962025,7,10
KR_7732407778,GameComplete,CHERRY,teambuilder-match-7732407778,1532,15.14.697.2104,False,False,Sejuani,MIDDLE,14,10528,5,228001;223068;447122;2050;447110;222504;3348,,,,61412,,0,0,0,33597,1,0,0,False,False,6,0,0,0,0,0,1,0.2222222222222222,6,2
KR_7731755241,GameComplete,CLASSIC,teambuilder-match-7731755241,932,15.14.697.2104,True,False,Yone,NONE,12,6750,10,3153;3006;1036;1054;3340,,,,75587,,2351,2351,2351,9919,154,0,0,False,False,3,2,0,0,0,0,1,0.19047619047619047,0,1
KR_7731666958,GameComplete,CHERRY,teambuilder-match-7731666958,1684,15.14.697.2104,True,False,Seraphine,BOTTOM,18,17501,24,223137;223003;447108;223089;223100;223102;3348,,,,76113,,0,0,0,36313,0,0,0,False,False,10,1,0,0,0,0,1,0.20512820512820512,10,6
KR_7726056846,GameComplete,CHERRY,teambuilder-match-7726056846,1433,15.14.697.2104,False,False,Blitzcrank,JUNGLE,15,11250,16,223137;223158;447109;223089;3430;224645;3348,,,,64458,,0,0,0,24295,0,0,0,False,False,6,0,2,0,0,0,2,0.3103448275862069,7,3
KR_7726019664,GameComplete,CHERRY,teambuilder-match-7726019664,1629,15.14.697.2104,True,False,Renata,BOTTOM,18,26965,27,223124;223302;443090;223153;4011;223085;3348,,,,163915,,0,0,0,94319,1,0,0,False,False,16,1,3,0,0,0,2,0.3103448275862069,9,11
KR_7725990680,GameComplete,CHERRY,teambuilder-match-7725990680,1489,15.14.697.2104,True,False,KSante,BOTTOM,18,15512,12,226665;446667;443058;223084;226662;223068;3348,,,,82794,,0,0,0,58308,0,0,0,False,False,7,0,0,0,0,0,1,0.21621621621621623,4,9
KR_7725962897,GameComplete,CHERRY,teambuilder-match-7725962897,1350,15.14.697.2104,False,False,Illaoi,TOP,14,7094,5,223039;223047;447110;447111;223053;3348,,,,53397,,0,0,0,31837,2,0,0,False,False,2,0,0,0,0,0,1,0.18421052631578946,8,5
KR_7693461443,GameComplete,CHERRY,teambuilder-match-7693461443,1405,15.13.693.1306,True,False,LeeSin,TOP,17,11025,6,447111;223047;446632;226692;223161;223071;3348,,,,72809,,0,0,0,58853,1,0,0,False,False,11,1,1,0,0,0,2,0.2191780821917808,6,5
KR_7692882864,GameComplete,CHERRY,teambuilder-match-7692882864,1509,15.13.692.4165,True,False,Azir,BOTTOM,18,21493,20,444644;443062;4016;223089;223115;223135;3348,,,,101308,,0,0,0,42977,0,0,0,False,False,11,0,2,0,0,0,2,0.2676056338028169,5,8
KR_7692849101,GameComplete,CHERRY,teambuilder-match-7692849101,1570,15.13.692.4165,True,False,Twitch,BOTTOM,18,31510,34,224403;222504;447123;223302;223124;443090;3348,,,,151337,,0,0,0,54804,0,0,0,True,False,16,4,4,0,0,0,2,0.2765957446808511,14,10
KR_7692374323,GameComplete,CHERRY,teambuilder-match-7692374323,1356,15.13.691.9951,False,False,Vex,TOP,15,11006,6,223020;447113;444644;223135;223089;223102;3348,,,,58572,,0,0,0,25337,0,0,0,False,False,10,2,1,0,0,0,2,0.3076923076923077,7,2
KR_7692323893,GameComplete,CLASSIC,teambuilder-match-7692323893,1307,15.13.691.9951,True,False,Aurora,MIDDLE,15,10277,22,4645;4646;3020;1056;1082;3363,,,,113218,,5658,5658,5658,13672,189,0,0,False,False,4,2,0,0,0,0,1,0.25,1,3
KR_7692285452,GameComplete,CLASSIC,teambuilder-match-7692285452,1851,15.13.691.9951,True,False,Taliyah,MIDDLE,18,15633,24,1082;3171;3157;3040;3135;3102;3364,,,,184145,,5448,5448,5448,25740,225,0,0,False,False,8,0,2,0,0,0,2,0.6666666666666666,5,16
KR_7692227012,GameComplete,CHERRY,teambuilder-match-7692227012,1592,15.13.691.9951,True,False,Katarina,BOTTOM,18,20000,20,223089;223115;447113;224645;224633;223135;3348,,,,204402,,0,0,0,44274,0,0,0,False,False,11,2,3,0,0,0,2,0.1686746987951807,6,3
KR_7692191683,GameComplete,CHERRY,teambuilder-match-7692191683,1384,15.13.691.9951,False,False,Veigar,BOTTOM,17,12500,10,223135;223158;447104;223089;226657;224645;3348,,,,61318,,0,0,0,25484,0,0,0,False,False,6,3,0,0,0,0,1,0.1891891891891892,9,1
KR_7679934628,GameComplete,CLASSIC,teambuilder-match-7679934628,2060,15.12.688.6522,True,False,LeeSin,JUNGLE,18,16636,30,6692;6610;3053;6333;3111;3340,,,,312354,,0,23061,0,50669,24,0,2,False,False,13,1,2,0,0,0,2,0.7560975609756098,4,18
KR_7678550579,GameComplete,CLASSIC,teambuilder-match-7678550579,967,15.12.688.6522,True,False,Taliyah,NONE,11,6511,17,3040;3158;2055;1052;1056;4630;3363,,,,68794,,1117,1117,1117,5686,140,0,0,False,False,4,0,0,0,0,0,1,0.5,0,3
KR_7678490897,GameComplete,CLASSIC,teambuilder-match-7678490897,1710,15.12.688.6522,False,False,Ryze,MIDDLE,17,14095,24,6657;3040;1058;3135;1056;3158;3340,,,,222763,,3089,5396,3089,26099,243,0,0,False,False,7,2,1,0,0,0,2,0.8235294117647058,4,7
KR_7678436991,GameComplete,CLASSIC,teambuilder-match-7678436991,1392,15.12.688.6522,False,False,Galio,MIDDLE,13,7918,24,6664;3111;3147;1082;1056;3108;3340,,,,111422,,1267,1571,1267,16188,190,0,0,True,False,1,0,0,0,0,0,1,0.26666666666666666,3,3
KR_7676305418,GameComplete,CLASSIC,teambuilder-match-7676305418,2287,15.12.688.6522,True,False,Taliyah,MIDDLE,18,19518,30,3171;3040;3089;3135;3102;6653;3363,,,,281697,,5738,12036,5738,30450,263,0,0,False,False,9,0,1,0,0,0,2,0.6842105263157895,8,17
KR_7676281036,GameComplete,CLASSIC,teambuilder-match-7676281036,1328,15.12.688.6522,False,False,Taliyah,TOP,14,12555,25,3040;3165;3089;3158;4630;1082;3363,,,,123236,,3266,8170,3266,19221,183,0,0,False,False,8,2,1,0,0,0,2,0.4444444444444444,6,0
KR_7676244317,GameComplete,CLASSIC,teambuilder-match-7676244317,1826,15.12.688.6522,False,False,Irelia,TOP,16,12050,28,3181;3153;6333;1055;3111;3364,,,,162460,,3058,5120,3058,37031,238,0,0,False,False,4,1,0,0,0,0,1,0.22857142857142856,11,4
KR_7676173656,GameComplete,CLASSIC,teambuilder-match-7676173656,2212,15.12.688.6522,True,False,Irelia,MIDDLE,18,16591,28,3153;3091;6333;3181;3111;3364,,,,258113,,8249,28143,8249,49136,279,0,0,False,True,8,0,2,1,0,0,3,0.37209302325581395,7,8
KR_7676018989,GameComplete,CLASSIC,teambuilder-match-7676018989,1592,15.12.688.6522,False,False,Yone,MIDDLE,14,11023,27,6631;3006;2055;3153;6670;1037;3364,,,,110853,,1128,1338,1128,30958,172,0,0,False,False,6,1,0,0,0,0,1,0.36,7,3
KR_7675918108,GameComplete,CLASSIC,teambuilder-match-7675918108,1792,15.12.688.2594,True,False,TwistedFate,MIDDLE,18,15878,25,3100;6657;3157;3094;3020;1058;3363,,,,172699,,6620,9732,6620,27280,232,0,1,True,False,6,0,0,0,0,0,1,0.6896551724137931,6,14
KR_7675867466,GameComplete,CLASSIC,teambuilder-match-7675867466,995,15.12.688.2594,False,False,Diana,NONE,10,5408,15,3152;2031;1001;1056;3145;3364,,,,52805,,0,0,0,11807,125,0,0,False,False,2,0,0,0,0,0,1,0.18181818181818182,4,0
KR_7675386461,GameComplete,CLASSIC,teambuilder-match-7675386461,1742,15.11.685.5259,True,False,Nidalee,TOP,16,12371,27,3078;3047;6610;3181;1055;1028;3340,,,,158218,,6793,18126,6793,43244,199,0,0,False,False,5,3,1,0,0,0,2,0.3125,4,5
KR_7675354493,GameComplete,CLASSIC,teambuilder-match-7675354493,1278,15.11.685.5259,True,False,Nidalee,TOP,14,8846,19,3078;3153;2055;3111;1055;3340,,,,115535,,5387,5387,5387,19225,188,0,0,False,False,2,1,0,0,0,0,1,0.16,1,2
KR_7675300836,GameComplete,CLASSIC,teambuilder-match-7675300836,1685,15.11.685.5259,True,False,TwistedFate,MIDDLE,18,15011,22,3100;3094;2420;3111;1056;6657;3363,,,,188912,,10928,10928,10928,26857,250,0,0,False,True,3,2,0,0,0,0,1,0.5517241379310345,4,13
KR_7675091070,GameComplete,CLASSIC,teambuilder-match-7675091070,2525,15.11.685.5259,True,False,Annie,BOTTOM,18,18354,38,3152;3869;3157;4643;3116;3171;3364,,,,102807,,859,5672,859,42512,72,0,0,False,False,14,2,2,0,0,0,2,0.6805555555555556,7,35
KR_7675020886,GameComplete,CLASSIC,teambuilder-match-7675020886,2197,15.11.685.5259,True,False,Sylas,MIDDLE,18,15267,29,3152;1058;3157;4633;3171;1058;3364,,,,214422,,6832,16950,6832,51856,275,0,0,False,False,8,3,0,0,0,0,1,0.5714285714285714,7,12
KR_7674996579,GameComplete,CLASSIC,teambuilder-match-7674996579,958,15.11.685.5259,False,False,Irelia,NONE,10,4834,14,2031;1001;3153;1036;1055;3340,,,,55982,,0,0,0,14967,132,0,0,False,False,0,0,0,0,0,0,0,0,5,0
KR_7674939074,GameComplete,CLASSIC,teambuilder-match-7674939074,1720,15.11.685.5259,True,False,Irelia,MIDDLE,16,13793,28,3181;3153;3173;6333;1055;1043;3340,,,,192080,,13066,23903,13066,35794,224,0,0,False,True,8,2,1,0,0,0,2,0.30303030303030304,6,2
KR_7674896540,GameComplete,CLASSIC,teambuilder-match-7674896540,982,15.11.685.5259,True,False,Poppy,NONE,7,4690,18,3869;2031;3066;3013;1031;3364,,,,11008,,20,870,20,5369,18,0,0,True,False,2,0,0,0,0,0,1,0.5294117647058824,2,7
KR_7674876399,GameComplete,CLASSIC,teambuilder-match-7674876399,921,15.11.685.5259,True,False,Irelia,NONE,11,6328,16,2031;3153;2055;3066;1054;3047;3340,,,,68665,,1376,1467,1376,10665,149,0,0,False,False,2,0,0,0,0,0,1,0.375,1,1
KR_7674497791,GameComplete,CLASSIC,teambuilder-match-7674497791,2154,15.11.685.5259,True,False,TwistedFate,MIDDLE,18,17671,27,3094;3173;2420;6657;3089;3100;3363,,,,280076,,7040,12305,7040,27220,312,0,0,False,False,5,0,0,0,0,0,1,0.43243243243243246,3,11
KR_7674470119,GameComplete,CLASSIC,teambuilder-match-7674470119,1926,15.11.685.5259,True,False,Irelia,MIDDLE,18,15193,33,3153;3091;3111;2501;6333;3364,,,,201345,,10385,11008,10385,38253,256,0,0,False,False,5,1,1,0,0,0,2,0.4117647058823529,6,9
KR_7674430841,GameComplete,CLASSIC,teambuilder-match-7674430841,1442,15.11.685.5259,False,False,Sylas,MIDDLE,14,10433,23,3152;4633;1052;3111;1056;3041;3364,,,,98500,,2277,2691,2277,26139,171,0,0,False,True,5,0,1,0,0,0,2,0.7777777777777778,7,2
KR_7674372800,GameComplete,CLASSIC,teambuilder-match-7674372800,1943,15.11.685.5259,True,False,TwistedFate,MIDDLE,18,16239,23,3157;3100;2065;3094;3170;1082;3363,,,,196950,,2072,8203,2072,21995,245,0,0,False,False,9,0,0,0,0,0,1,0.55,5,13
KR_7674217585,GameComplete,CLASSIC,teambuilder-match-7674217585,2242,15.11.685.5259,True,False,TwistedFate,MIDDLE,18,19223,30,3089;3173;3157;3100;3094;3041;3363,,,,251347,,11984,24563,11984,38258,270,0,0,False,False,8,0,0,0,0,0,1,0.7142857142857143,4,22
KR_7674148485,GameComplete,CLASSIC,teambuilder-match-7674148485,1542,15.11.685.5259,False,False,Azir,MIDDLE,15,11289,25,2055;3115;3157;1082;3020;6653;3363,,,,119208,,1577,1577,1577,19790,220,0,0,False,False,5,0,0,0,0,0,1,0.5,8,3
KR_7673529621,GameComplete,CLASSIC,teambuilder-match-7673529621,2099,15.11.685.5259,True,False,Azir,MIDDLE,17,13163,28,3115;1082;4630;3020;3089;3116;3363,,,,181246,,5041,11628,5041,29666,220,0,0,False,False,3,1,0,0,0,0,1,0.6153846153846154,7,21
KR_7673504708,GameComplete,CLASSIC,teambuilder-match-7673504708,1561,15.11.685.5259,True,False,Corki,MIDDLE,15,10697,18,3086;3078;3047;1055;3042;3363,,,,146746,,8771,17150,8771,16951,197,0,0,False,False,2,0,0,0,0,0,1,0.5652173913043478,4,11
KR_7673253039,GameComplete,CLASSIC,teambuilder-match-7673253039,1737,15.11.685.5259,False,False,Corki,TOP,15,13495,25,3078;3111;3031;3086;1055;3042;3363,,,,168882,,5825,5825,5825,25558,243,0,0,False,False,7,0,0,0,0,0,1,0.7142857142857143,5,3
KR_7673184544,GameComplete,CLASSIC,teambuilder-match-7673184544,1504,15.11.685.5259,False,False,Zed,MIDDLE,15,11347,28,6692;3071;3161;3158;3364,,,,118096,,0,444,0,16515,195,0,0,False,False,7,3,1,0,0,0,2,0.38095238095238093,3,1
KR_7672158834,GameComplete,CLASSIC,teambuilder-match-7672158834,1645,15.11.685.5259,False,False,Gragas,BOTTOM,11,7331,30,3871;2055;3190;3110;3158;3364,,,,21525,,71,343,71,27188,32,0,0,False,False,2,0,0,0,0,0,1,0.6666666666666666,7,10
KR_7672113932,GameComplete,CLASSIC,teambuilder-match-7672113932,1214,15.11.685.5259,True,False,Taliyah,MIDDLE,14,9547,19,3116;3040;3171;1033;1056;1082;3363,,,,119446,,5707,6012,5707,11148,178,0,0,False,False,3,0,0,0,0,0,1,0.3793103448275862,2,8
KR_7672076236,GameComplete,CLASSIC,teambuilder-match-7672076236,1127,15.11.685.5259,True,False,Annie,NONE,12,7634,14,6657;1082;3158;1056;1026;3340,,,,57680,,1782,1782,1782,11549,135,0,0,False,False,5,1,1,0,0,0,2,0.37037037037037035,1,5
KR_7672062200,GameComplete,CLASSIC,teambuilder-match-7672062200,182,15.11.685.5259,False,True,Taliyah,NONE,2,850,5,2031;2055;1056;3340,,,,2599,,0,0,0,1762,10,0,0,False,False,0,0,0,0,0,0,0,,1,0
KR_7672005171,GameComplete,CLASSIC,teambuilder-match-7672005171,1192,15.11.685.5259,True,False,Ahri,NONE,14,10655,17,3171;2420;3118;3100;1082;3364,,,,103797,,5840,7457,5840,10335,174,0,0,False,False,10,2,0,0,0,0,1,0.4838709677419355,1,5
KR_7671885689,GameComplete,CLASSIC,teambuilder-match-7671885689,2469,15.11.685.5259,True,False,Zoe,MIDDLE,18,16556,30,4628;6655;3089;3135;1058;3158;3340,,,,218284,,1041,4417,1041,27462,252,0,0,False,False,8,0,0,0,0,0,1,0.5116279069767442,5,14
KR_7671664141,GameComplete,CLASSIC,teambuilder-match-7671664141,1096,15.11.685.5259,True,False,Taliyah,NONE,12,9196,22,6653;3171;3040;1056;3363,,,,82045,,4327,5894,4327,11876,134,0,0,False,False,9,3,0,0,0,0,1,0.5185185185185185,2,5
KR_7671601006,GameComplete,CLASSIC,teambuilder-match-7671601006,1644,15.11.685.5259,False,False,Zoe,MIDDLE,14,10081,20,4628;3158;1058;6655;1058;1082;3363,,,,124140,,3592,4020,3592,19122,203,0,0,False,False,1,0,0,0,0,0,1,0.45454545454545453,5,4
KR_7670710614,GameComplete,CLASSIC,teambuilder-match-7670710614,1417,15.11.685.5259,True,False,Corki,MIDDLE,14,10044,23,3078;3042;3111;1055;3086;3363,,,,134312,,12738,21075,12738,12702,195,0,0,False,False,3,0,0,0,0,0,1,0.32,3,5
KR_7670660881,GameComplete,CLASSIC,teambuilder-match-7670660881,1738,15.11.685.5259,False,False,Ryze,MIDDLE,16,11882,24,6657;3157;3040;1056;3111;3363,,,,174128,,5024,7180,5024,31149,223,0,0,False,False,4,1,0,0,0,0,1,0.6875,3,7
KR_7670561488,GameComplete,CLASSIC,teambuilder-match-7670561488,1507,15.11.685.5259,False,False,Nidalee,TOP,14,10438,21,3111;3078;6610;1055;2021;3363,,,,98849,,7925,7925,7925,28384,179,0,0,True,False,1,0,0,0,0,0,1,0.35294117647058826,6,5
KR_7670323990,GameComplete,CLASSIC,teambuilder-match-7670323990,1408,15.11.685.5259,True,False,Viktor,MIDDLE,16,10351,25,3173;6657;2421;6653;1056;1082;3363,,,,139103,,2445,3611,2445,13588,237,0,0,False,False,3,0,0,0,0,0,1,0.2857142857142857,1,3
KR_7669181716,GameComplete,CLASSIC,teambuilder-match-7669181716,1541,15.11.685.5259,False,False,Leblanc,MIDDLE,13,9239,21,3089;1082;3171;6655;1056;3364,,,,85616,,2017,3234,2017,19659,172,0,0,False,True,3,1,1,0,0,0,2,0.4444444444444444,3,5
KR_7669130874,GameComplete,CLASSIC,teambuilder-match-7669130874,1545,15.11.685.5259,False,False,Taliyah,MIDDLE,14,10508,27,3040;6653;1058;1082;1056;3158;3363,,,,134061,,617,6089,617,16497,222,0,0,False,False,4,1,0,0,0,0,1,0.4666666666666667,4,3
KR_7669064080,GameComplete,CLASSIC,teambuilder-match-7669064080,1773,15.11.685.5259,False,False,Akali,MIDDLE,15,9872,21,3152;4645;1026;3175;1052;1082;3364,,,,126556,,4014,4014,4014,31074,222,0,0,False,False,1,0,0,0,0,0,1,0.14285714285714285,6,2
KR_7668990305,GameComplete,CLASSIC,teambuilder-match-7668990305,1874,15.11.685.5259,False,False,Vi,JUNGLE,15,11369,23,6610;3111;2055;3071;3053;3364,,,,272586,,0,18686,0,33839,29,0,2,False,False,2,0,0,0,0,0,1,0.65,3,11
KR_7668079655,GameComplete,CLASSIC,teambuilder-match-7668079655,1798,15.11.685.5259,False,False,Ryze,TOP,16,12245,29,1058;3040;3157;6657;1056;3111;3363,,,,180122,,3886,5480,3886,27984,245,0,0,False,False,2,0,0,0,0,0,1,0.5882352941176471,5,8
KR_7668031665,GameComplete,CLASSIC,teambuilder-match-7668031665,1172,15.11.685.5259,True,False,Sylas,NONE,13,8634,21,6657;3171;4629;1056;3364,,,,85745,,1463,1463,1463,24952,166,0,0,False,False,5,0,1,0,0,0,2,0.4583333333333333,2,6
KR_7668007561,GameComplete,CLASSIC,teambuilder-match-7668007561,1384,15.11.685.5259,True,False,Orianna,MIDDLE,16,11525,22,3102;3040;3145;3158;1056;1058;3363,,,,130834,,5120,7744,5120,11703,225,0,0,False,False,3,2,0,0,0,0,1,0.5666666666666667,0,14
KR_7667991295,GameComplete,CLASSIC,teambuilder-match-7667991295,101,15.11.685.5259,False,True,Azir,NONE,1,524,3,2003;1056;3340,,,,492,,0,0,0,0,1,0,0,False,False,0,0,0,0,0,0,0,,0,0
KR_7667948824,GameComplete,CLASSIC,teambuilder-match-7667948824,1896,15.11.685.5259,False,False,Galio,MIDDLE,16,12434,25,6664;3111;2420;3041;4633;3916;3364,,,,159844,,0,1476,0,30060,245,0,0,False,False,5,0,0,0,0,0,1,0.5555555555555556,6,10
KR_7667898191,GameComplete,CLASSIC,teambuilder-match-7667898191,1926,15.11.685.5259,False,False,Sylas,MIDDLE,16,11129,22,4629;6657;1026;1082;4630;3171;3364,,,,135914,,3528,3528,3528,42088,210,0,0,False,False,3,1,0,0,0,0,1,0.26666666666666666,9,5
